Date;Interest Rate
1973/07/02;10
1973/07/03;13
1973/07/04;13
1973/07/05;9,75
1973/07/06;9,63
1973/07/09;9,75
1973/07/10;9,5
1973/07/11;8,75
1973/07/12;9,75
1973/07/13;9,69
1973/07/16;11
1973/07/17;11,75
1973/07/18;10
1973/07/19;10,8
1973/07/20;10,66
1973/07/23;10,81
1973/07/24;10,69
1973/07/25;9,8
1973/07/26;10,69
1973/07/27;10,74
1973/07/30;11,1
1973/07/31;11,22
1973/08/01;8,74
1973/08/02;10,84
1973/08/03;10,71
1973/08/06;10,56
1973/08/07;10,13
1973/08/08;9,05
1973/08/09;10,5
1973/08/10;10,52
1973/08/13;10,54
1973/08/14;10,39
1973/08/15;9,73
1973/08/16;10,49
1973/08/17;10,44
1973/08/20;10,58
1973/08/21;10,74
1973/08/22;10,48
1973/08/23;10,79
1973/08/24;10,84
1973/08/27;10,77
1973/08/28;10,55
1973/08/29;10,88
1973/08/30;10,86
1973/08/31;11,22
1973/09/03;11,22
1973/09/04;10,85
1973/09/05;8,96
1973/09/06;10,73
1973/09/07;10,79
1973/09/10;11,15
1973/09/11;10,92
1973/09/12;10,03
1973/09/13;10,93
1973/09/14;10,82
1973/09/17;10,84
1973/09/18;10,68
1973/09/19;10,71
1973/09/20;10,79
1973/09/21;10,74
1973/09/24;10,69
1973/09/25;10,54
1973/09/26;11,63
1973/09/27;10,92
1973/09/28;10,82
1973/10/01;10,9
1973/10/02;10,73
1973/10/03;10,04
1973/10/04;10,8
1973/10/05;10,62
1973/10/08;10,62
1973/10/09;9,31
1973/10/10;6,48
1973/10/11;10,08
1973/10/12;10,09
1973/10/15;10
1973/10/16;10,1
1973/10/17;10,02
1973/10/18;10,01
1973/10/19;9,85
1973/10/22;9,85
1973/10/23;9,86
1973/10/24;10,56
1973/10/25;9,81
1973/10/26;9,7
1973/10/29;9,8
1973/10/30;9,95
1973/10/31;10,61
1973/11/01;9,88
1973/11/02;9,71
1973/11/05;9,73
1973/11/06;9,76
1973/11/07;9,45
1973/11/08;9,77
1973/11/09;9,75
1973/11/12;9,78
1973/11/13;10,04
1973/11/14;11,39
1973/11/15;10
1973/11/16;10,19
1973/11/19;10,84
1973/11/20;10,77
1973/11/21;9,44
1973/11/22;9,44
1973/11/23;10,17
1973/11/26;10,15
1973/11/27;10,25
1973/11/28;10,26
1973/11/29;10,26
1973/11/30;10,34
1973/12/03;10,45
1973/12/04;10,4
1973/12/05;9,07
1973/12/06;10,24
1973/12/07;10,27
1973/12/10;10,26
1973/12/11;10,16
1973/12/12;8,84
1973/12/13;10
1973/12/14;10,09
1973/12/17;10,44
1973/12/18;10,32
1973/12/19;10,22
1973/12/20;10,13
1973/12/21;10,01
1973/12/24;9,66
1973/12/25;9,66
1973/12/26;7,19
1973/12/27;9,87
1973/12/28;9,95
1973/12/31;9,83
1974/01/01;9,83
1974/01/02;9,72
1974/01/03;9,8
1974/01/04;9,84
1974/01/07;9,76
1974/01/08;9,56
1974/01/09;9,7
1974/01/10;9,69
1974/01/11;9,75
1974/01/14;9,76
1974/01/15;9,82
1974/01/16;9,89
1974/01/17;9,7
1974/01/18;9,62
1974/01/21;9,58
1974/01/22;9,46
1974/01/23;9,58
1974/01/24;9,47
1974/01/25;9,5
1974/01/28;9,48
1974/01/29;9,28
1974/01/30;9,58
1974/01/31;9,31
1974/02/01;9,31
1974/02/04;9,14
1974/02/05;8,8
1974/02/06;8,76
1974/02/07;8,8
1974/02/08;8,81
1974/02/11;8,88
1974/02/12;9,02
1974/02/13;9,37
1974/02/14;8,87
1974/02/15;8,99
1974/02/18;8,99
1974/02/19;9,16
1974/02/20;9,52
1974/02/21;8,91
1974/02/22;8,85
1974/02/25;8,76
1974/02/26;8,76
1974/02/27;8,72
1974/02/28;8,87
1974/03/01;8,97
1974/03/04;9,07
1974/03/05;9,14
1974/03/06;8,87
1974/03/07;8,94
1974/03/08;8,92
1974/03/11;8,95
1974/03/12;9,16
1974/03/13;9,39
1974/03/14;9,14
1974/03/15;9,35
1974/03/18;9,52
1974/03/19;9,31
1974/03/20;9,28
1974/03/21;9,49
1974/03/22;9,65
1974/03/25;9,87
1974/03/26;9,51
1974/03/27;9,48
1974/03/28;10,09
1974/03/29;9,95
1974/04/01;10,01
1974/04/02;9,84
1974/04/03;9,75
1974/04/04;9,89
1974/04/05;9,95
1974/04/08;10,19
1974/04/09;10,14
1974/04/10;10,09
1974/04/11;10,25
1974/04/12;10,27
1974/04/15;10,36
1974/04/16;10,55
1974/04/17;10,55
1974/04/18;10,68
1974/04/19;10,81
1974/04/22;11
1974/04/23;11,08
1974/04/24;10,3
1974/04/25;11,25
1974/04/26;11,36
1974/04/29;11,29
1974/04/30;11
1974/05/01;10,57
1974/05/02;11,28
1974/05/03;11,53
1974/05/06;11,47
1974/05/07;11,28
1974/05/08;10,41
1974/05/09;11,51
1974/05/10;11,47
1974/05/13;11,55
1974/05/14;11,4
1974/05/15;11,36
1974/05/16;11,52
1974/05/17;11,37
1974/05/20;11,17
1974/05/21;10,05
1974/05/22;9,83
1974/05/23;11,21
1974/05/24;11,31
1974/05/27;11,31
1974/05/28;11,73
1974/05/29;12,61
1974/05/30;11,55
1974/05/31;11,64
1974/06/03;11,58
1974/06/04;11,14
1974/06/05;10,94
1974/06/06;11,4
1974/06/07;11,38
1974/06/10;11,47
1974/06/11;11,69
1974/06/12;12,47
1974/06/13;11,73
1974/06/14;12,11
1974/06/17;11,88
1974/06/18;11,59
1974/06/19;11,41
1974/06/20;11,88
1974/06/21;12
1974/06/24;11,89
1974/06/25;12,01
1974/06/26;11,98
1974/06/27;13,25
1974/06/28;13,31
1974/07/01;14,33
1974/07/02;13,86
1974/07/03;13,5
1974/07/04;13,5
1974/07/05;13,3
1974/07/08;13,93
1974/07/09;13,93
1974/07/10;12,15
1974/07/11;13,41
1974/07/12;13,6
1974/07/15;13,33
1974/07/16;12,24
1974/07/17;11,52
1974/07/18;12,26
1974/07/19;12,38
1974/07/22;12,28
1974/07/23;12,32
1974/07/24;14,19
1974/07/25;12,64
1974/07/26;12,6
1974/07/29;11,96
1974/07/30;11,56
1974/07/31;12,06
1974/08/01;12,25
1974/08/02;12,17
1974/08/05;12,02
1974/08/06;11,91
1974/08/07;11,96
1974/08/08;12,09
1974/08/09;12
1974/08/12;12,02
1974/08/13;12,09
1974/08/14;11,93
1974/08/15;12,21
1974/08/16;12,33
1974/08/19;12,35
1974/08/20;12,3
1974/08/21;11,79
1974/08/22;12,13
1974/08/23;12,07
1974/08/26;12,09
1974/08/27;11,62
1974/08/28;10,82
1974/08/29;11,67
1974/08/30;11,6
1974/09/02;11,6
1974/09/03;11,92
1974/09/04;11,46
1974/09/05;11,62
1974/09/06;11,54
1974/09/09;11,86
1974/09/10;11,76
1974/09/11;10,52
1974/09/12;11,58
1974/09/13;11,61
1974/09/16;11,55
1974/09/17;11,21
1974/09/18;10,69
1974/09/19;11,17
1974/09/20;11,17
1974/09/23;11,21
1974/09/24;10,96
1974/09/25;10,98
1974/09/26;11
1974/09/27;11,18
1974/09/30;11,11
1974/10/01;11,3
1974/10/02;10,32
1974/10/03;10,97
1974/10/04;10,78
1974/10/07;10,44
1974/10/08;10,03
1974/10/09;9,23
1974/10/10;10,02
1974/10/11;10,01
1974/10/14;10,01
1974/10/15;10,35
1974/10/16;10,38
1974/10/17;10,04
1974/10/18;9,76
1974/10/21;9,63
1974/10/22;9,67
1974/10/23;10,04
1974/10/24;9,69
1974/10/25;9,71
1974/10/28;9,74
1974/10/29;9,58
1974/10/30;9,91
1974/10/31;9,66
1974/11/01;9,65
1974/11/04;9,77
1974/11/05;9,89
1974/11/06;9,11
1974/11/07;9,61
1974/11/08;9,55
1974/11/11;9,55
1974/11/12;9,4
1974/11/13;8,4
1974/11/14;9,32
1974/11/15;9,27
1974/11/18;9,47
1974/11/19;9,5
1974/11/20;9,28
1974/11/21;9,4
1974/11/22;9,41
1974/11/25;9,5
1974/11/26;9,53
1974/11/27;9,56
1974/11/28;9,56
1974/11/29;9,47
1974/12/02;9,41
1974/12/03;8,89
1974/12/04;6,88
1974/12/05;8,89
1974/12/06;8,87
1974/12/09;8,9
1974/12/10;8,95
1974/12/11;8,7
1974/12/12;8,72
1974/12/13;8,75
1974/12/16;8,77
1974/12/17;8,53
1974/12/18;8,78
1974/12/19;8,57
1974/12/20;8,64
1974/12/23;8,76
1974/12/24;7,94
1974/12/25;7,94
1974/12/26;8,77
1974/12/27;8,79
1974/12/30;8,57
1974/12/31;3,87
1975/01/01;3,87
1975/01/02;8,55
1975/01/03;8,37
1975/01/06;7,85
1975/01/07;7,3
1975/01/08;5,12
1975/01/09;7,27
1975/01/10;7,24
1975/01/13;7,28
1975/01/14;7,09
1975/01/15;7,19
1975/01/16;6,96
1975/01/17;6,95
1975/01/20;7,04
1975/01/21;7,16
1975/01/22;8,19
1975/01/23;7,06
1975/01/24;7
1975/01/27;7,18
1975/01/28;7,12
1975/01/29;6,6
1975/01/30;6,81
1975/01/31;6,76
1975/02/03;6,73
1975/02/04;6,58
1975/02/05;4,84
1975/02/06;6,21
1975/02/07;6,17
1975/02/10;6,38
1975/02/11;6,48
1975/02/12;6,36
1975/02/13;6,33
1975/02/14;6,29
1975/02/17;6,29
1975/02/18;6,22
1975/02/19;6,31
1975/02/20;6,17
1975/02/21;6,14
1975/02/24;6
1975/02/25;5,96
1975/02/26;6,48
1975/02/27;6,01
1975/02/28;6,07
1975/03/03;6,06
1975/03/04;5,91
1975/03/05;5
1975/03/06;5,7
1975/03/07;5,78
1975/03/10;5,68
1975/03/11;5,41
1975/03/12;3,96
1975/03/13;5,49
1975/03/14;5,44
1975/03/17;5,5
1975/03/18;5,43
1975/03/19;4,95
1975/03/20;5,46
1975/03/21;5,52
1975/03/24;5,68
1975/03/25;5,38
1975/03/26;5,6
1975/03/27;5,51
1975/03/28;5,73
1975/03/31;5,39
1975/04/01;5,48
1975/04/02;5,55
1975/04/03;5,41
1975/04/04;5,25
1975/04/07;5,37
1975/04/08;5,22
1975/04/09;5,18
1975/04/10;5,31
1975/04/11;5,39
1975/04/14;5,46
1975/04/15;5,48
1975/04/16;5,69
1975/04/17;5,59
1975/04/18;5,57
1975/04/21;5,56
1975/04/22;5,34
1975/04/23;5,57
1975/04/24;5,54
1975/04/25;5,47
1975/04/28;5,5
1975/04/29;5,46
1975/04/30;7,03
1975/05/01;5,55
1975/05/02;5,49
1975/05/05;5,41
1975/05/06;5,35
1975/05/07;5,16
1975/05/08;5,37
1975/05/09;5,24
1975/05/12;5,25
1975/05/13;5,12
1975/05/14;4,95
1975/05/15;5,09
1975/05/16;5,1
1975/05/19;5,13
1975/05/20;5,03
1975/05/21;5,36
1975/05/22;5,05
1975/05/23;5,07
1975/05/26;5,07
1975/05/27;5,11
1975/05/28;5,54
1975/05/29;5,16
1975/05/30;5,23
1975/06/02;5,37
1975/06/03;5,35
1975/06/04;5,12
1975/06/05;5,17
1975/06/06;5,2
1975/06/09;5,18
1975/06/10;5,06
1975/06/11;5,06
1975/06/12;5,18
1975/06/13;5,2
1975/06/16;5,34
1975/06/17;5,43
1975/06/18;5,59
1975/06/19;5,43
1975/06/20;5,55
1975/06/23;5,89
1975/06/24;5,95
1975/06/25;6,13
1975/06/26;6,31
1975/06/27;6,61
1975/06/30;5,97
1975/07/01;6,12
1975/07/02;5,97
1975/07/03;6,24
1975/07/04;6,24
1975/07/07;6,28
1975/07/08;5,76
1975/07/09;5,4
1975/07/10;5,89
1975/07/11;5,84
1975/07/14;5,92
1975/07/15;5,92
1975/07/16;6,27
1975/07/17;6,07
1975/07/18;6,07
1975/07/21;6,08
1975/07/22;6,1
1975/07/23;6,5
1975/07/24;6,31
1975/07/25;6,31
1975/07/28;6,26
1975/07/29;6,16
1975/07/30;6,11
1975/07/31;6,23
1975/08/01;6,24
1975/08/04;6,26
1975/08/05;6,15
1975/08/06;5,3
1975/08/07;6,14
1975/08/08;6,04
1975/08/11;6,13
1975/08/12;6,11
1975/08/13;6,09
1975/08/14;6,06
1975/08/15;6,05
1975/08/18;6,15
1975/08/19;6,24
1975/08/20;6,42
1975/08/21;6,34
1975/08/22;6,32
1975/08/25;6,31
1975/08/26;6,18
1975/08/27;5,81
1975/08/28;6,17
1975/08/29;6,13
1975/09/01;6,13
1975/09/02;6,29
1975/09/03;5,47
1975/09/04;6,19
1975/09/05;6,2
1975/09/08;6,19
1975/09/09;6,09
1975/09/10;5,98
1975/09/11;6,22
1975/09/12;6,33
1975/09/15;6,41
1975/09/16;6,28
1975/09/17;6,03
1975/09/18;6,31
1975/09/19;6,21
1975/09/22;6,28
1975/09/23;6,26
1975/09/24;6,54
1975/09/25;6,38
1975/09/26;6,42
1975/09/29;6,42
1975/09/30;6,22
1975/10/01;6,24
1975/10/02;6,3
1975/10/03;6,18
1975/10/06;6,03
1975/10/07;5,8
1975/10/08;5,73
1975/10/09;5,87
1975/10/10;5,79
1975/10/13;5,79
1975/10/14;5,76
1975/10/15;5,95
1975/10/16;5,78
1975/10/17;5,68
1975/10/20;5,77
1975/10/21;5,72
1975/10/22;5,77
1975/10/23;5,66
1975/10/24;5,64
1975/10/27;5,67
1975/10/28;5,63
1975/10/29;5,67
1975/10/30;5,64
1975/10/31;5,65
1975/11/03;5,65
1975/11/04;4,94
1975/11/05;2,99
1975/11/06;5,31
1975/11/07;5,22
1975/11/10;5,18
1975/11/11;5,18
1975/11/12;5,35
1975/11/13;5,23
1975/11/14;5,18
1975/11/17;5,31
1975/11/18;5,35
1975/11/19;5,28
1975/11/20;5,3
1975/11/21;5,26
1975/11/24;5,31
1975/11/25;5,26
1975/11/26;5,34
1975/11/27;5,34
1975/11/28;5,29
1975/12/01;5,31
1975/12/02;5,29
1975/12/03;4,96
1975/12/04;5,24
1975/12/05;5,31
1975/12/08;5,32
1975/12/09;5,23
1975/12/10;5,09
1975/12/11;5,25
1975/12/12;5,19
1975/12/15;5,23
1975/12/16;5,18
1975/12/17;4,93
1975/12/18;5,22
1975/12/19;5,21
1975/12/22;5,24
1975/12/23;5,18
1975/12/24;5,02
1975/12/25;5,02
1975/12/26;5,15
1975/12/29;5,1
1975/12/30;5,3
1975/12/31;5,37
1976/01/01;5,37
1976/01/02;5,28
1976/01/05;5,29
1976/01/06;5,05
1976/01/07;4,26
1976/01/08;4,84
1976/01/09;4,73
1976/01/12;4,74
1976/01/13;4,78
1976/01/14;4,78
1976/01/15;4,81
1976/01/16;4,82
1976/01/19;4,79
1976/01/20;4,76
1976/01/21;4,83
1976/01/22;4,77
1976/01/23;4,72
1976/01/26;4,77
1976/01/27;4,79
1976/01/28;5,12
1976/01/29;4,82
1976/01/30;4,84
1976/02/02;4,87
1976/02/03;4,81
1976/02/04;4,71
1976/02/05;4,77
1976/02/06;4,76
1976/02/09;4,7
1976/02/10;4,63
1976/02/11;4,75
1976/02/12;4,74
1976/02/13;4,8
1976/02/16;4,8
1976/02/17;4,84
1976/02/18;4,12
1976/02/19;4,79
1976/02/20;4,73
1976/02/23;4,8
1976/02/24;4,84
1976/02/25;4,97
1976/02/26;4,83
1976/02/27;4,89
1976/03/01;5,21
1976/03/02;5,01
1976/03/03;4,95
1976/03/04;4,95
1976/03/05;4,97
1976/03/08;4,86
1976/03/09;4,78
1976/03/10;4,49
1976/03/11;4,82
1976/03/12;4,81
1976/03/15;4,81
1976/03/16;4,77
1976/03/17;4,56
1976/03/18;4,83
1976/03/19;4,8
1976/03/22;4,76
1976/03/23;4,72
1976/03/24;4,85
1976/03/25;4,81
1976/03/26;4,76
1976/03/29;4,81
1976/03/30;4,88
1976/03/31;5,07
1976/04/01;4,83
1976/04/02;4,79
1976/04/05;4,74
1976/04/06;4,72
1976/04/07;4,43
1976/04/08;4,75
1976/04/09;4,7
1976/04/12;4,76
1976/04/13;4,75
1976/04/14;5
1976/04/15;4,77
1976/04/16;4,68
1976/04/19;4,74
1976/04/20;4,78
1976/04/21;5,1
1976/04/22;4,83
1976/04/23;4,86
1976/04/26;4,9
1976/04/27;4,94
1976/04/28;5,25
1976/04/29;5
1976/04/30;5,1
1976/05/03;5,06
1976/05/04;4,98
1976/05/05;4,86
1976/05/06;4,94
1976/05/07;4,97
1976/05/10;5,06
1976/05/11;5,05
1976/05/12;5,17
1976/05/13;5,13
1976/05/14;5,21
1976/05/17;5,36
1976/05/18;5,39
1976/05/19;5,48
1976/05/20;5,47
1976/05/21;5,51
1976/05/24;5,48
1976/05/25;5,42
1976/05/26;5,6
1976/05/27;5,61
1976/05/28;5,67
1976/05/31;5,67
1976/06/01;5,58
1976/06/02;4,9
1976/06/03;5,5
1976/06/04;5,44
1976/06/07;5,45
1976/06/08;5,48
1976/06/09;5,34
1976/06/10;5,47
1976/06/11;5,44
1976/06/14;5,53
1976/06/15;5,58
1976/06/16;5,39
1976/06/17;5,56
1976/06/18;5,49
1976/06/21;5,49
1976/06/22;5,43
1976/06/23;5,44
1976/06/24;5,47
1976/06/25;5,5
1976/06/28;5,69
1976/06/29;5,67
1976/06/30;5,71
1976/07/01;5,58
1976/07/02;5,45
1976/07/05;5,45
1976/07/06;5,39
1976/07/07;4,82
1976/07/08;5,39
1976/07/09;5,26
1976/07/12;5,26
1976/07/13;5,21
1976/07/14;5,26
1976/07/15;5,25
1976/07/16;5,28
1976/07/19;5,39
1976/07/20;5,31
1976/07/21;5,33
1976/07/22;5,27
1976/07/23;5,24
1976/07/26;5,28
1976/07/27;5,28
1976/07/28;5,41
1976/07/29;5,29
1976/07/30;5,32
1976/08/02;5,37
1976/08/03;5,37
1976/08/04;5,52
1976/08/05;5,33
1976/08/06;5,24
1976/08/09;5,27
1976/08/10;5,21
1976/08/11;5,21
1976/08/12;5,25
1976/08/13;5,24
1976/08/16;5,38
1976/08/17;5,31
1976/08/18;5,39
1976/08/19;5,32
1976/08/20;5,31
1976/08/23;5,28
1976/08/24;5,2
1976/08/25;5,2
1976/08/26;5,27
1976/08/27;5,28
1976/08/30;5,3
1976/08/31;5,31
1976/09/01;5,25
1976/09/02;5,31
1976/09/03;5,3
1976/09/06;5,3
1976/09/07;5,34
1976/09/08;4,88
1976/09/09;5,25
1976/09/10;5,22
1976/09/13;5,27
1976/09/14;5,2
1976/09/15;5,15
1976/09/16;5,24
1976/09/17;5,17
1976/09/20;5,26
1976/09/21;5,22
1976/09/22;5,25
1976/09/23;5,25
1976/09/24;5,27
1976/09/27;5,37
1976/09/28;5,39
1976/09/29;5,44
1976/09/30;5,31
1976/10/01;5,32
1976/10/04;5,27
1976/10/05;5,15
1976/10/06;4,5
1976/10/07;5,12
1976/10/08;5
1976/10/11;5
1976/10/12;5,09
1976/10/13;4,94
1976/10/14;4,99
1976/10/15;4,93
1976/10/18;5,03
1976/10/19;4,97
1976/10/20;4,98
1976/10/21;4,98
1976/10/22;5
1976/10/25;5,01
1976/10/26;5
1976/10/27;4,95
1976/10/28;4,98
1976/10/29;5,02
1976/11/01;5,04
1976/11/02;5,04
1976/11/03;5,31
1976/11/04;5,03
1976/11/05;4,96
1976/11/08;4,92
1976/11/09;4,93
1976/11/10;5,07
1976/11/11;5,07
1976/11/12;5,05
1976/11/15;5,09
1976/11/16;4,99
1976/11/17;4,87
1976/11/18;4,95
1976/11/19;4,9
1976/11/22;4,84
1976/11/23;4,85
1976/11/24;4,97
1976/11/25;4,97
1976/11/26;4,8
1976/11/29;4,71
1976/11/30;4,69
1976/12/01;4,67
1976/12/02;4,68
1976/12/03;4,63
1976/12/06;4,69
1976/12/07;4,66
1976/12/08;4,74
1976/12/09;4,69
1976/12/10;4,64
1976/12/13;4,73
1976/12/14;4,69
1976/12/15;4,73
1976/12/16;4,65
1976/12/17;4,56
1976/12/20;4,65
1976/12/21;4,68
1976/12/22;4,75
1976/12/23;4,6
1976/12/24;4,54
1976/12/27;4,66
1976/12/28;4,73
1976/12/29;5,01
1976/12/30;4,9
1976/12/31;4,17
1981/01/01;22
1981/01/02;20,05
1981/01/05;19,39
1981/01/06;19,97
1981/01/07;18,9
1981/01/08;19,49
1981/01/09;19,58
1981/01/12;19,87
1981/01/13;19,97
1981/01/14;19,38
1981/01/15;19,52
1981/01/16;19,82
1981/01/19;19,88
1981/01/20;18,94
1981/01/21;17,63
1981/01/22;19,05
1981/01/23;18,7
1981/01/26;18,69
1981/01/27;17,98
1981/01/28;15,03
1981/01/29;16,98
1981/01/30;17,25
1981/02/02;17,54
1981/02/03;17,76
1981/02/04;16,33
1981/02/05;16,8
1981/02/06;16,94
1981/02/09;16,89
1981/02/10;16,72
1981/02/11;14,33
1981/02/12;14,71
1981/02/13;16,2
1981/02/16;16,2
1981/02/17;16,44
1981/02/18;14,73
1981/02/19;15,63
1981/02/20;14,62
1981/02/23;14,83
1981/02/24;15,03
1981/02/25;15,39
1981/02/26;15,24
1981/02/27;15,53
1981/03/02;15,96
1981/03/03;16,51
1981/03/04;15,84
1981/03/05;16,11
